2025-08-04 04:02:25,977 INFO    StreamThr :28260 [internal.py:wandb_internal():86] W&B internal server running at pid: 28260, started at: 2025-08-04 04:02:25.972579
2025-08-04 04:02:25,979 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: status
2025-08-04 04:02:26,002 INFO    WriterThread:28260 [datastore.py:open_for_write():87] open: .\wandb\run-20250804_040225-j1dx0hqv\run-j1dx0hqv.wandb
2025-08-04 04:02:26,005 DEBUG   SenderThread:28260 [sender.py:send():388] send: header
2025-08-04 04:02:26,005 DEBUG   SenderThread:28260 [sender.py:send():388] send: run
2025-08-04 04:02:26,390 INFO    SenderThread:28260 [dir_watcher.py:__init__():211] watching files in: .\wandb\run-20250804_040225-j1dx0hqv\files
2025-08-04 04:02:26,391 INFO    SenderThread:28260 [sender.py:_start_run_threads():1158] run started: j1dx0hqv with start time 1754272945.972579
2025-08-04 04:02:26,441 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: run_start
2025-08-04 04:02:26,476 DEBUG   HandlerThread:28260 [system_info.py:__init__():26] System info init
2025-08-04 04:02:26,476 DEBUG   HandlerThread:28260 [system_info.py:__init__():41] System info init done
2025-08-04 04:02:26,476 INFO    HandlerThread:28260 [system_monitor.py:start():194] Starting system monitor
2025-08-04 04:02:26,476 INFO    SystemMonitor:28260 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-08-04 04:02:26,476 INFO    HandlerThread:28260 [system_monitor.py:probe():214] Collecting system info
2025-08-04 04:02:26,476 DEBUG   HandlerThread:28260 [system_info.py:probe():152] Probing system
2025-08-04 04:02:26,488 DEBUG   HandlerThread:28260 [gitlib.py:_init_repo():56] git repository is invalid
2025-08-04 04:02:26,488 DEBUG   HandlerThread:28260 [system_info.py:probe():200] Probing system done
2025-08-04 04:02:26,488 DEBUG   HandlerThread:28260 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.7.0', 'heartbeatAt': '2025-08-04T02:02:26.476422', 'startedAt': '2025-08-04T02:02:25.928248', 'docker': None, 'cuda': None, 'args': ('--imbalance_factor=1', '--method=DivFL'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'host': 'LAPTOP-TL2LVGS2', 'username': 'owner', 'executable': 'C:\\Program Files\\Python37\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2803.0, 'min': 0.0, 'max': 2803.0}, 'cpu_freq_per_core': [{'current': 2803.0, 'min': 0.0, 'max': 2803.0}], 'disk': {'/': {'total': 237.09667587280273, 'used': 237.09667587280273}}, 'memory': {'total': 15.746696472167969}}
2025-08-04 04:02:26,488 INFO    HandlerThread:28260 [system_monitor.py:probe():224] Finished collecting system info
2025-08-04 04:02:26,488 INFO    HandlerThread:28260 [system_monitor.py:probe():227] Publishing system info
2025-08-04 04:02:26,488 DEBUG   HandlerThread:28260 [system_info.py:_save_code():44] Saving code
2025-08-04 04:02:26,492 DEBUG   HandlerThread:28260 [system_info.py:_save_code():67] Saving code done
2025-08-04 04:02:26,493 INFO    HandlerThread:28260 [system_monitor.py:probe():229] Finished publishing system info
2025-08-04 04:02:26,504 INFO    SystemMonitor:28260 [interfaces.py:start():188] Started cpu monitoring
2025-08-04 04:02:26,504 INFO    SystemMonitor:28260 [interfaces.py:start():188] Started disk monitoring
2025-08-04 04:02:26,520 INFO    SystemMonitor:28260 [interfaces.py:start():188] Started memory monitoring
2025-08-04 04:02:26,539 INFO    SystemMonitor:28260 [interfaces.py:start():188] Started network monitoring
2025-08-04 04:02:26,552 DEBUG   SenderThread:28260 [sender.py:send():388] send: files
2025-08-04 04:02:26,553 INFO    SenderThread:28260 [sender.py:_save_file():1421] saving file wandb-metadata.json with policy now
2025-08-04 04:02:26,553 INFO    SenderThread:28260 [sender.py:_save_file():1421] saving file code\main.py with policy now
2025-08-04 04:02:26,680 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: python_packages
2025-08-04 04:02:26,680 DEBUG   SenderThread:28260 [sender.py:send_request():415] send_request: python_packages
2025-08-04 04:02:26,692 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: stop_status
2025-08-04 04:02:26,693 DEBUG   SenderThread:28260 [sender.py:send_request():415] send_request: stop_status
2025-08-04 04:02:26,694 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: internal_messages
2025-08-04 04:02:26,913 DEBUG   SenderThread:28260 [sender.py:send():388] send: telemetry
2025-08-04 04:02:27,071 DEBUG   HandlerThread:28260 [handler.py:handle_request():159] handle_request: log_artifact
2025-08-04 04:02:27,071 DEBUG   SenderThread:28260 [sender.py:send_request():415] send_request: log_artifact
2025-08-04 04:02:27,114 INFO    wandb-upload_0:28260 [upload_job.py:push():130] Uploaded file C:\Users\owner\AppData\Local\Temp\tmpoj6wsblywandb\3yjvt2eg-wandb-metadata.json
2025-08-04 04:02:27,294 INFO    wandb-upload_1:28260 [upload_job.py:push():130] Uploaded file C:\Users\owner\AppData\Local\Temp\tmpoj6wsblywandb\8kxtjg1m-code/main.py
2025-08-04 04:02:27,401 INFO    Thread-16 :28260 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20250804_040225-j1dx0hqv\files\code\main.py
2025-08-04 04:02:27,401 INFO    Thread-16 :28260 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20250804_040225-j1dx0hqv\files\wandb-metadata.json
2025-08-04 04:02:27,401 INFO    Thread-16 :28260 [dir_watcher.py:_on_file_created():271] file/dir created: .\wandb\run-20250804_040225-j1dx0hqv\files\requirements.txt
